stop_id,stop_name,region,metro,lat,lon,stop_use_count,degree,degree_centrality,weighted_degree,in_degree,out_degree,in_weight,out_weight,pagerank,approx_betweenness,approx_harmonic,in_largest_component,betweenness,is_ap,is_critical,is_critical_broad
13103,קניון עזריאלי/דרך מנחם בגין,Center,Tel Aviv,32.074592,34.790584,,19,0.0006237279233142,21396.0,9,10,10698.0,10698.0,0.0001627683164346,0.0008279323195975,3994.7430891635945,True,0.0008279323195975,False,True,True
10775,גשר המיתרים/שד' הרצל,Jerusalem,Jerusalem,31.787162,35.199533,,37,0.0012146280611909,18976.0,24,13,9486.0,9490.0,0.0001769290502504,0.0166137792507138,4404.570294448122,True,0.0166137792507138,True,True,True
10716,צומת רמות/גולדה,Jerusalem,Jerusalem,31.808253,35.204001,,40,0.0013131114175037,17392.0,17,23,8696.0,8696.0,0.0001908586815462,0.0100766458254698,4299.698204953036,True,0.0100766458254698,False,True,True
12910,דרך נמיר/יהודה המכבי,Center,Tel Aviv,32.095376,34.794137,,10,0.0003282778543759,16816.0,3,7,8408.0,8408.0,0.0001795777771705,0.0013473422888087,3764.942104662499,True,0.0013473422888087,False,True,True
13358,סמינר הקיבוצים/דרך נמיר,Center,Tel Aviv,32.101886,34.792779,,21,0.0006893834941894,15780.0,10,11,7890.0,7890.0,0.0002021636353008,0.0027753289622264,3747.7914985880175,True,0.0027753289622264,False,True,True
13120,דרך זאב ז'בוטינסקי/מכון מור,Center,Tel Aviv,32.09139,34.824447,,9,0.0002954500689383,14786.0,3,6,7393.0,7393.0,0.0001117527495461,0.0001656863394693,3099.904898182508,True,0.0001656863394693,False,False,False
13206,קריית הממשלה/דרך מנחם בגין,Center,Tel Aviv,32.07238,34.789654,,10,0.0003282778543759,14386.0,6,4,7193.0,7193.0,0.000107080252549,6.290748372363629e-05,3550.940408975372,True,6.290748372363629e-05,True,False,True
10790,צומת רמות/גולדה,Jerusalem,Jerusalem,31.809649,35.204075,,31,0.0010176613485654,14154.0,24,7,7679.0,6475.0,0.0001395304525368,0.0137537012671675,4385.761245457383,True,0.0137537012671675,False,True,True
13067,דרך נמיר/יהודה המכבי,Center,Tel Aviv,32.095157,34.794466,,8,0.0002626222835007,13648.0,3,5,6824.0,6824.0,0.0001149214868296,0.0004560552108949,3648.564286659122,True,0.0004560552108949,False,False,False
48363,ת.רק''ל יהודית/דרך מנחם בגין,Center,Tel Aviv,32.069627,34.787954,,8,0.0002626222835007,13610.0,4,4,6805.0,6805.0,0.0001206687111194,0.0001782257017174,3818.541939028896,True,0.0001782257017174,False,False,False
10514,ביטוח לאומי,Jerusalem,Jerusalem,31.784519,35.200768,,7,0.0002297944980631,13478.0,3,4,6739.0,6739.0,5.464150337223361e-05,6.087152843560903e-05,3870.077887120021,True,6.087152843560903e-05,False,False,False
13322,המסגר/הרכב,Center,Tel Aviv,32.06366,34.78558,,27,0.000886350206815,13424.0,19,8,6712.0,6712.0,0.0001669354313873,0.0010081587670816,3959.4886541332394,True,0.0010081587670816,True,True,True
8636,גולדה/שלמה הלוי,Jerusalem,Jerusalem,31.8003,35.208257,,16,0.0005252445670015,13156.0,8,8,6712.0,6444.0,9.587934197970624e-05,0.0070038855276521,4380.572027691488,True,0.0070038855276521,False,True,True
9959,מסוף הר נוף/כנפי נשרים,Jerusalem,Jerusalem,31.78719,35.180668,,9,0.0002954500689383,12770.0,5,4,6053.0,6717.0,9.854972559162192e-05,0.0003156863432868,3365.4211827168488,True,0.0003156863432868,False,False,False
13207,ת.רק''ל בן גוריון/דרך ז'בוטינסקי,Center,Tel Aviv,32.090946,34.82339,,8,0.0002626222835007,12732.0,4,4,6366.0,6366.0,9.177257641911056e-05,3.485924295657955e-05,3095.8089570903094,True,3.485924295657955e-05,False,False,False
10237,יחזקאל/כיכר השבת ,Jerusalem,Jerusalem,31.788783,35.218466,,5,0.0001641389271879,12206.0,2,3,6103.0,6103.0,0.0001008178818829,5.1728742302028455e-05,3066.43103269526,True,5.1728742302028455e-05,False,False,False
14347,ת.רק''ל אהרונוביץ'/דרך ז'בוטינסקי,Center,Tel Aviv,32.092819,34.83772,,7,0.0002297944980631,12110.0,4,3,6055.0,6055.0,0.0001513962953226,0.0005177482707387,3669.2923351044415,True,0.0005177482707387,False,False,False
9445,ירמיהו/שמגר,Jerusalem,Jerusalem,31.792377,35.207749,,12,0.0003939334252511,12004.0,7,5,6002.0,6002.0,8.465299833573648e-05,0.0002132724470479,3833.331421898968,True,0.0002132724470479,False,False,False
22099,ת. רק''ל בלינסון/קניון אבנת,Center,Tel Aviv,32.091717,34.865871,,11,0.0003611056398135,11915.0,6,5,6538.0,5377.0,0.0001572739825553,0.0004004132038278,3090.8750986040254,True,0.0004004132038278,True,False,True
50332,ת.רק''ל אבא הלל/דרך ז'בוטינסקי,Center,Tel Aviv,32.083005,34.802272,,13,0.0004267612106887,11832.0,7,6,5916.0,5916.0,0.0001046820372715,0.0013545527730097,3858.956939793356,True,0.0013545527730097,True,True,True
44960,ירמיהו/הצבי,Jerusalem,Jerusalem,31.790922,35.201995,,10,0.0003282778543759,11798.0,2,8,5899.0,5899.0,7.388962062746042e-05,0.0002478722689974,4121.08424778267,True,0.0002478722689974,False,False,False
13274,מחלף גבעת שמואל/כביש 4,Center,Tel Aviv,32.074823,34.843553,,24,0.0007878668505022,11746.0,6,18,5873.0,5873.0,9.291684931026352e-05,0.0353101306371659,4575.802145704793,True,0.0353101306371659,False,True,True
49466,מסוף הר נוף/כנפי נשרים,Jerusalem,Jerusalem,31.787451,35.180456,,10,0.0003282778543759,11722.0,4,6,6668.0,5054.0,8.679234207644461e-05,0.0001600939619749,3275.441247467155,True,0.0001600939619749,True,False,True
50385,ת.רק''ל ארלוזורוב/דרך מנחם בגין,Center,Tel Aviv,32.080749,34.796416,,9,0.0002954500689383,11574.0,5,4,5787.0,5787.0,0.000103818160995,0.0001696836883229,3549.31945091954,True,0.0001696836883229,False,False,False
3521,מת''מ,North,Haifa,32.790385,34.96134,,13,0.0004267612106887,11540.0,10,3,5770.0,5770.0,0.0001881058663285,0.0114234269577487,3974.29530472706,True,0.0114234269577487,False,True,True
12898,ת.רק''ל אהרונוביץ'/דרך ז'בוטינסקי,Center,Tel Aviv,32.092564,34.840305,,11,0.0003611056398135,11537.0,6,5,5767.0,5770.0,6.769507691454103e-05,0.0045301406804478,3776.760670997091,True,0.0045301406804478,False,True,True
48438,דרך מנחם בגין/החשמונאים,Center,Tel Aviv,32.068718,34.786781,,10,0.0003282778543759,11384.0,4,6,5692.0,5692.0,8.03454408440253e-05,4.184563954730919e-05,3579.3703155410285,True,4.184563954730919e-05,False,False,False
13354,ת. רכבת תל אביב - סבידור/דרך נמיר,Center,Tel Aviv,32.083482,34.795008,,31,0.0010176613485654,11348.0,22,9,5652.0,5696.0,9.893166465416332e-05,0.0142063407376161,4221.355021577076,True,0.0142063407376161,False,True,True
3368,סחרוב,North,Haifa,32.790059,34.959315,,16,0.0005252445670015,11340.0,12,4,5670.0,5670.0,6.587338549921126e-05,0.0010712517489954,3426.706446665261,True,0.0010712517489954,True,True,True
14077,מחלף גהה/דרך ז'בוטינסקי,Center,Tel Aviv,32.092621,34.843838,,16,0.0005252445670015,11308.0,13,3,5654.0,5654.0,0.0001648267328367,0.0191657500903285,4245.892780153679,True,0.0191657500903285,False,True,True
47982,גולדה מאיר/שלמה הלוי,Jerusalem,Jerusalem,31.799622,35.209612,,7,0.0002297944980631,11302.0,5,2,5651.0,5651.0,8.417740699687468e-05,0.0001301116544205,3940.253820458742,True,0.0001301116544205,False,False,False
37528,הבורסה/דרך ז'בוטינסקי,Center,Tel Aviv,32.082534,34.800724,,8,0.0002626222835007,11234.0,4,4,5617.0,5617.0,9.504131819521764e-05,0.0004567567537007,3439.3893003758503,True,0.0004567567537007,False,False,False
13575,הבימה/שד' רוטשילד,Center,Tel Aviv,32.071428,34.778882,,8,0.0002626222835007,11176.0,5,3,5588.0,5588.0,8.781969661095964e-05,0.0001190269971835,3103.132857234144,True,0.0001190269971835,False,False,False
13227,ז'בוטינסקי/ אבו חצירא,Center,Tel Aviv,32.092113,34.832382,,10,0.0003282778543759,11171.0,7,3,5512.0,5659.0,0.0001156218164563,0.0003651763745323,3376.6363009897664,True,0.0003651763745323,False,False,False
8756,מרכז שטנר/כנפי נשרים,Jerusalem,Jerusalem,31.787703,35.188761,,7,0.0002297944980631,11114.0,5,2,5557.0,5557.0,7.988214894279234e-05,3.0410277831808245e-05,3385.94954714847,True,3.0410277831808245e-05,False,False,False
8757,בית ענבר/כנפי נשרים,Jerusalem,Jerusalem,31.787728,35.185498,,5,0.0001641389271879,11100.0,1,4,5550.0,5550.0,7.18041995103044e-05,1.212238560555676e-05,3111.4294447172224,True,1.212238560555676e-05,False,False,False
9046,ויצמן/גבעת שאול,Jerusalem,Jerusalem,31.790348,35.197526,,36,0.0011818002757533,11096.0,25,11,5548.0,5548.0,0.0002182183046892,0.0280712069129028,4533.526479995501,True,0.0280712069129028,False,True,True
10742,שמגר/אוהל יהושע,Jerusalem,Jerusalem,31.795289,35.207757,,8,0.0002626222835007,11030.0,5,3,5515.0,5515.0,9.058972157553052e-05,6.66632726821254e-06,3431.794877091919,True,6.66632726821254e-06,False,False,False
13247,מגדל קונקורד/דרך בן גוריון,Center,Tel Aviv,32.093343,34.822094,,10,0.0003282778543759,10970.0,4,6,5432.0,5538.0,7.919458688146602e-05,0.0001654376253408,3031.8601880060987,True,0.0001654376253408,False,False,False
37251,קרית מדע/גולדה מאיר,Jerusalem,Jerusalem,31.799436,35.211783,,8,0.0002626222835007,10958.0,3,5,5479.0,5479.0,7.841575622368133e-05,0.0001343430346912,3839.295642985888,True,0.0001343430346912,False,False,False
29483,המסגר/המלאכה,Center,Tel Aviv,32.066289,34.786744,,5,0.0001641389271879,10840.0,3,2,5420.0,5420.0,0.0001122581635155,1.694614879976946e-06,3477.3098325740443,True,1.694614879976946e-06,False,False,False
12900,מגדל ויטה/דרך בן גוריון,Center,Tel Aviv,32.094143,34.822193,,9,0.0002954500689383,10820.0,5,4,5709.0,5111.0,8.812749331004889e-05,8.67435581959333e-05,2877.9251093178864,True,8.67435581959333e-05,False,False,False
16205,בי''ח בלינסון/גשר מבצע ארנון,Center,Tel Aviv,32.091161,34.86787,,17,0.0005580723524391,10712.0,11,6,5353.0,5359.0,0.0001085908326114,0.0013615662711577,3168.0677725381806,True,0.0013615662711577,True,True,True
13320,קניון עזריאלי/דרך מנחם בגין,Center,Tel Aviv,32.074453,34.791116,,24,0.0007878668505022,10694.0,17,7,5347.0,5347.0,8.963559040731602e-05,0.0097968021901147,4370.990362140533,True,0.0097968021901147,False,True,True
48640,דרך מנחם בגין/המלאכה,Center,Tel Aviv,32.067185,34.784932,,13,0.0004267612106887,10656.0,5,8,5328.0,5328.0,7.04313082292294e-05,3.939179449394322e-05,3572.895614456166,True,3.939179449394322e-05,False,False,False
13204,קניון עזריאלי/דרך מנחם בגין,Center,Tel Aviv,32.075726,34.791623,,12,0.0003939334252511,10642.0,8,4,5321.0,5321.0,9.670312054596304e-05,0.0006896700881358,3978.2069264455927,True,0.0006896700881358,False,True,True
13679,עיריית תל אביב - יפו/אבן גבירול,Center,Tel Aviv,32.082914,34.781176,,7,0.0002297944980631,10558.0,3,4,5097.0,5461.0,8.588135163922844e-05,6.133388381314422e-05,2973.04878445615,True,6.133388381314422e-05,False,False,False
