stop_id,stop_name,region,metro,lat,lon,stop_use_count,degree,degree_centrality,weighted_degree,in_degree,out_degree,in_weight,out_weight,pagerank,approx_betweenness,approx_harmonic,in_largest_component
17303,ת.התרעננות/דור אלון מגל 6,Center,Periphery,32.380891,35.017969,110,16,0.0005252445670015101,220.0,9,7,110.0,110.0,9.664896933222434e-06,0.11245975822291501,4744.688628701589,True
41133,מחלף חמד,Jerusalem,Jerusalem,31.801002,35.12454,5289,62,0.0020353226971308517,10454.0,25,37,5289.0,5165.0,0.00012535561099318758,0.08753620085934812,4877.282017295402,True
27689,מחלף קמה לצפון,South,Beer Sheva,31.442254,34.766984,652,24,0.0007878668505022651,1304.0,10,14,652.0,652.0,9.227916249619519e-05,0.07164835470953683,4621.707194332937,True
7444,דרך האר''י/ כביש 375,Jerusalem,Jerusalem,31.704533,35.126243,2654,29,0.000952005777690237,5272.0,7,22,2618.0,2654.0,5.6318546640887366e-05,0.06917053971241441,4510.89898372285,True
41132,מחלף חמד,Jerusalem,Jerusalem,31.80033,35.126238,5339,44,0.0014444225592541526,10540.0,32,12,5201.0,5339.0,0.00039912149956276193,0.0667127713406123,4666.821197989026,True
7562,שדרות בית הלל/כניסה לעיר,Center,Tel Aviv,31.936583,35.035446,1935,29,0.000952005777690237,3870.0,24,5,1935.0,1935.0,8.231858022861104e-05,0.06578550133217163,4663.236878934281,True
23418,רבי יהודה הנשיא/כניסה לעיר,Center,Tel Aviv,32.052593,34.944195,687,24,0.0007878668505022651,1374.0,22,2,687.0,687.0,4.68536323217636e-05,0.05659929190346065,4562.814623088518,True
748,מחלף קסם,Center,Tel Aviv,32.119458,34.93836,767,19,0.0006237279233142932,1534.0,12,7,767.0,767.0,5.9473780243375265e-05,0.04727299252065259,4469.187478605467,True
29243,תחנת התרעננות/פונדק בית קמה,South,Beer Sheva,31.442304,34.764124,260,19,0.0006237279233142932,520.0,10,9,260.0,260.0,2.6559543176645587e-05,0.04628923753409546,4422.390209075759,True
18876,צומת חנניה צומת שבע,North,Periphery,32.928025,35.406759,318,13,0.00042676121068872694,636.0,8,5,318.0,318.0,3.3571225493100044e-05,0.043864421404104695,4246.078680428319,True
9048,בן גוריון/שערי ירושלים,Jerusalem,Jerusalem,31.791535,35.196465,4736,41,0.0013459392029413696,9472.0,18,23,4736.0,4736.0,8.512745915617155e-05,0.04075583520331773,4732.453272923544,True
18691,צומת ראש פינה,North,Periphery,32.968266,35.551334,1005,13,0.00042676121068872694,2010.0,7,6,1005.0,1005.0,0.0001125457899115961,0.040718157972443825,4105.274920505513,True
4132,צומת כפר קרע,Center,Periphery,32.496878,35.062384,1166,14,0.0004595889961263213,2332.0,5,9,1166.0,1166.0,9.855696082794007e-05,0.03973622023453101,4354.825701270443,True
42430,ת.התרעננות/דור אלון מגל כביש 6,Center,Periphery,32.38104,35.017224,118,15,0.0004924167815639157,236.0,8,7,118.0,118.0,1.4950234547250261e-05,0.039684357444248336,4467.037306803279,True
4179,צומת כרמיאל,North,Periphery,32.923958,35.301965,532,11,0.00036110563981353816,1064.0,7,4,532.0,532.0,3.1320380774607325e-05,0.036223422913507296,3824.917780898546,True
