source_station_id,target_station_id,source_station_name,target_station_name,frequency,mean_travel_seconds,is_bridge,station_nodes,reference_station_nodes,connected_components,largest_component_nodes,largest_component_share,origins_evaluated,origins_missing,mean_reachable_stations,mean_reachable_share,mean_path_seconds_to_reachable,largest_component_nodes_loss,largest_component_share_loss,reachable_share_loss,mean_path_seconds_increase
7353,7354,מעזריטש/הר''ן,מעזריטש/חיי יצחק,6246,34.80067243035543,False,21623,21623,2,21620,0.9998612588447486,32,0,6638.84375,0.3070411502173713,2412.3795813331617,0,0.0,0.0003136273240218479,-0.06959299696382004
3298,3299,הרר/הארז,הרר/הרותם,1217,28.93426458504519,True,21623,21623,3,21598,0.9988438237062387,32,0,6641.46875,0.30716255434279904,2412.2167060012107,22,0.0010174351385099367,0.000192223198594077,-0.23246832891481972
3299,3300,הרר/הרותם,הרר/האשל,1217,24.47822514379622,True,21623,21623,3,21599,0.9988900707579892,32,0,6641.6875,0.3071726713532514,2412.2242265063082,21,0.0009711880867594447,0.00018210618814173962,-0.22494782381727418
3300,3301,הרר/האשל,הרר/האורן,1217,25.826622843056697,True,21623,21623,3,21600,0.9989363178097397,32,0,6641.90625,0.3071827883637037,2412.2324930964514,20,0.0009249410350089526,0.00017198917768940225,-0.21668123367408043
382,387,אח''י דקר/דברי חיים,הגפן\החרוב,724,72.05801104972376,True,21623,21623,3,21614,0.9995837765342459,32,0,6643.46875,0.3072550527240774,2412.432722812995,6,0.0002774823105027302,9.972481731573835e-05,-0.01645151713046289
387,389,הגפן\החרוב,הגפן/שד. עין התכלת,724,45.21546961325967,True,21623,21623,3,21615,0.9996300235859964,32,0,6643.875,0.3072738414577746,2412.4372612755756,5,0.00023123525875223816,8.093608361853244e-05,-0.011913054549950175
23694,37803,אזור תעשיה סנטרל פארק 2000/עתיר ידע,קניון אושילנד/עתיר ידע,708,83.32909604519774,True,21623,21623,3,21616,0.9996762706377469,32,0,6644.0,0.3072796226066044,2412.4439530436534,4,0.00018498820700174612,7.51549347887126e-05,-0.005221286472078646
3515,35657,שאגאל/קדנדינסקי,שאגאל/דה גויה,1217,36.92604765817584,True,21623,21623,3,21610,0.9993987883272442,32,0,6644.09375,0.30728395846822687,2412.345936786454,10,0.0004624705175044763,7.081907316625058e-05,-0.10323754367163929
21342,21341,איילה/דיזנגוף,איילה/דרך חיים,1343,78.02457185405808,True,21623,21623,3,21616,0.9996762706377469,32,0,6644.125,0.30728540375543434,2412.441748593446,4,0.00018498820700174612,6.937378595878174e-05,-0.007425736679579131
35657,3516,שאגאל/דה גויה,שאגאל/סזאן,1217,36.084634346754314,True,21623,21623,3,21611,0.9994450353789945,32,0,6644.28125,0.3072926301914717,2412.3567773067,9,0.0004162234657540953,6.214734992143756e-05,-0.09239702342529199
389,395,הגפן/שד. עין התכלת,הגפן/השקד,724,79.18922651933701,True,21623,21623,3,21616,0.9996762706377469,32,0,6644.28125,0.30729263019147174,2412.443785401591,4,0.00018498820700174612,6.214734992138204e-05,-0.005388928534557635
8797,46717,האדמור מלובאויטש/דרוק,הרב שך א,2996,103.2803738317757,True,21623,21623,3,21616,0.9996762706377469,32,0,6644.375,0.3072969660530941,2412.4380652043374,4,0.00018498820700174612,5.7811488299031044e-05,-0.011109125788152596
10313,10222,ישיבת דעת יוסף/זויין,זווין/ניימן ב',5493,54.27780811942472,True,21623,21623,3,21613,0.9995375294824955,32,0,6644.5625,0.30730563777633896,2412.453279084941,7,0.0003237293622531112,4.913976505416251e-05,0.0041047548156711855
44665,50377,חניון שפירים מערבי א/הורדה,חניון שפירים מערבי ב/הורדה,936,19.634615384615383,True,21623,21623,3,21618,0.9997687647412478,32,0,6644.6875,0.3073114189251688,2412.4540141402035,2,9.249410350087306e-05,4.335861622434267e-05,0.004839810078010487
10222,10221,זווין/ניימן ב',זווין/אליאך,5493,60.074822501365375,True,21623,21623,3,21614,0.9995837765342459,32,0,6644.75,0.3073143094995839,2412.4536581289485,6,0.0002774823105027302,4.0468041809238464e-05,0.004483798823002871
10436,10435,משה קול/מרה,משה קול/דינור,1915,87.67832898172324,True,21623,21623,3,21617,0.9997225176894973,32,0,6644.78125,0.30731575478679124,2412.423607568399,3,0.0001387411552513651,3.902275460188065e-05,-0.025566761726622644
47448,47404,אריאל שרון,אריאל שרון/אריק איינשטיין,767,60.95045632333768,True,21623,21623,3,21617,0.9997225176894973,32,0,6644.78125,0.30731575478679124,2412.467531018865,3,0.0001387411552513651,3.902275460188065e-05,0.01835668873945906
48618,48877,אהרונוביץ',גשר אם המושבות,1193,167.4031852472758,True,21623,21623,3,21618,0.9997687647412478,32,0,6644.78125,0.30731575478679124,2412.451579332805,2,9.249410350087306e-05,3.902275460188065e-05,0.002405002679552126
